ID,burn_area
234_2014-11-01,0
235_2014-11-01,0
236_2014-11-01,0
237_2014-11-01,0
238_2014-11-01,0
239_2014-11-01,0
240_2014-11-01,0
241_2014-11-01,0
242_2014-11-01,0
243_2014-11-01,0
244_2014-11-01,0
245_2014-11-01,0
246_2014-11-01,0
247_2014-11-01,0
248_2014-11-01,0
249_2014-11-01,0
250_2014-11-01,0
251_2014-11-01,0
252_2014-11-01,0
253_2014-11-01,0
254_2014-11-01,0
255_2014-11-01,0
256_2014-11-01,0
257_2014-11-01,0
258_2014-11-01,0
259_2014-11-01,0
260_2014-11-01,0
261_2014-11-01,0
262_2014-11-01,0
263_2014-11-01,0
264_2014-11-01,0
265_2014-11-01,0
266_2014-11-01,0
267_2014-11-01,0
268_2014-11-01,0
269_2014-11-01,0
270_2014-11-01,0
271_2014-11-01,0
272_2014-11-01,0
273_2014-11-01,0
274_2014-11-01,0
275_2014-11-01,0
276_2014-11-01,0
277_2014-11-01,0
278_2014-11-01,0
279_2014-11-01,0
280_2014-11-01,0
281_2014-11-01,0
282_2014-11-01,0
283_2014-11-01,0
284_2014-11-01,0
285_2014-11-01,0
286_2014-11-01,0
287_2014-11-01,0
288_2014-11-01,0
289_2014-11-01,0
290_2014-11-01,0
291_2014-11-01,0
292_2014-11-01,0
293_2014-11-01,0
294_2014-11-01,0
295_2014-11-01,0
296_2014-11-01,0
297_2014-11-01,0
298_2014-11-01,0
299_2014-11-01,0
300_2014-11-01,0
301_2014-11-01,0
302_2014-11-01,0
303_2014-11-01,0
304_2014-11-01,0
305_2014-11-01,0
306_2014-11-01,0
307_2014-11-01,0
308_2014-11-01,0
309_2014-11-01,0
310_2014-11-01,0
311_2014-11-01,0
312_2014-11-01,0
313_2014-11-01,0
314_2014-11-01,0
315_2014-11-01,0
316_2014-11-01,0
317_2014-11-01,0
318_2014-11-01,0
319_2014-11-01,0
320_2014-11-01,0
321_2014-11-01,0
322_2014-11-01,0
323_2014-11-01,0
324_2014-11-01,0
325_2014-11-01,0
326_2014-11-01,0
327_2014-11-01,0
328_2014-11-01,0
329_2014-11-01,0
330_2014-11-01,0
331_2014-11-01,0
332_2014-11-01,0
333_2014-11-01,0
334_2014-11-01,0
335_2014-11-01,0
336_2014-11-01,0
337_2014-11-01,0
338_2014-11-01,0
339_2014-11-01,0
340_2014-11-01,0
341_2014-11-01,0
342_2014-11-01,0
343_2014-11-01,0
344_2014-11-01,0
345_2014-11-01,0
346_2014-11-01,0
347_2014-11-01,0
348_2014-11-01,0
349_2014-11-01,0
350_2014-11-01,0
351_2014-11-01,0
352_2014-11-01,0
353_2014-11-01,0
354_2014-11-01,0
355_2014-11-01,0
356_2014-11-01,0
357_2014-11-01,0
358_2014-11-01,0
359_2014-11-01,0
360_2014-11-01,0
361_2014-11-01,0
362_2014-11-01,0
363_2014-11-01,0
364_2014-11-01,0
365_2014-11-01,0
366_2014-11-01,0
367_2014-11-01,0
368_2014-11-01,0
369_2014-11-01,0
370_2014-11-01,0
371_2014-11-01,0
372_2014-11-01,0
373_2014-11-01,0
374_2014-11-01,0
375_2014-11-01,0
376_2014-11-01,0
377_2014-11-01,0
378_2014-11-01,0
379_2014-11-01,0
380_2014-11-01,0
381_2014-11-01,0
382_2014-11-01,0
383_2014-11-01,0
384_2014-11-01,0
385_2014-11-01,0
386_2014-11-01,0
387_2014-11-01,0
388_2014-11-01,0
389_2014-11-01,0
390_2014-11-01,0
391_2014-11-01,0
392_2014-11-01,0
393_2014-11-01,0
394_2014-11-01,0
395_2014-11-01,0
396_2014-11-01,0
397_2014-11-01,0
398_2014-11-01,0
399_2014-11-01,0
400_2014-11-01,0
401_2014-11-01,0
402_2014-11-01,0
403_2014-11-01,0
404_2014-11-01,0
405_2014-11-01,0
406_2014-11-01,0
407_2014-11-01,0
408_2014-11-01,0
409_2014-11-01,0
410_2014-11-01,0
411_2014-11-01,0
412_2014-11-01,0
413_2014-11-01,0
414_2014-11-01,0
415_2014-11-01,0
416_2014-11-01,0
417_2014-11-01,0
418_2014-11-01,0
419_2014-11-01,0
420_2014-11-01,0
421_2014-11-01,0
422_2014-11-01,0
423_2014-11-01,0
424_2014-11-01,0
425_2014-11-01,0
426_2014-11-01,0
427_2014-11-01,0
428_2014-11-01,0
429_2014-11-01,0
430_2014-11-01,0
431_2014-11-01,0
432_2014-11-01,0
433_2014-11-01,0
434_2014-11-01,0
435_2014-11-01,0
436_2014-11-01,0
437_2014-11-01,0
438_2014-11-01,0
439_2014-11-01,0
440_2014-11-01,0
441_2014-11-01,0
442_2014-11-01,0
443_2014-11-01,0
444_2014-11-01,0
445_2014-11-01,0
446_2014-11-01,0
447_2014-11-01,0
448_2014-11-01,0
449_2014-11-01,0
450_2014-11-01,0
451_2014-11-01,0
452_2014-11-01,0
453_2014-11-01,0
454_2014-11-01,0
455_2014-11-01,0
456_2014-11-01,0
457_2014-11-01,0
458_2014-11-01,0
459_2014-11-01,0
460_2014-11-01,0
461_2014-11-01,0
462_2014-11-01,0
463_2014-11-01,0
464_2014-11-01,0
465_2014-11-01,0
466_2014-11-01,0
467_2014-11-01,0
468_2014-11-01,0
469_2014-11-01,0
470_2014-11-01,0
471_2014-11-01,0
472_2014-11-01,0
473_2014-11-01,0
474_2014-11-01,0
475_2014-11-01,0
476_2014-11-01,0
477_2014-11-01,0
478_2014-11-01,0
479_2014-11-01,0
480_2014-11-01,0
481_2014-11-01,0
482_2014-11-01,0
483_2014-11-01,0
484_2014-11-01,0
485_2014-11-01,0
486_2014-11-01,0
487_2014-11-01,0
488_2014-11-01,0
489_2014-11-01,0
490_2014-11-01,0
491_2014-11-01,0
492_2014-11-01,0
493_2014-11-01,0
494_2014-11-01,0
495_2014-11-01,0
496_2014-11-01,0
497_2014-11-01,0
498_2014-11-01,0
499_2014-11-01,0
500_2014-11-01,0
501_2014-11-01,0
502_2014-11-01,0
503_2014-11-01,0
504_2014-11-01,0
505_2014-11-01,0
506_2014-11-01,0
507_2014-11-01,0
508_2014-11-01,0
509_2014-11-01,0
510_2014-11-01,0
511_2014-11-01,0
512_2014-11-01,0
513_2014-11-01,0
514_2014-11-01,0
515_2014-11-01,0
516_2014-11-01,0
517_2014-11-01,0
518_2014-11-01,0
519_2014-11-01,0
520_2014-11-01,0
521_2014-11-01,0
522_2014-11-01,0
523_2014-11-01,0
524_2014-11-01,0
525_2014-11-01,0
526_2014-11-01,0
527_2014-11-01,0
528_2014-11-01,0
529_2014-11-01,0
530_2014-11-01,0
531_2014-11-01,0
532_2014-11-01,0
0_2014-12-01,0
1_2014-12-01,0
2_2014-12-01,0
3_2014-12-01,0
4_2014-12-01,0
5_2014-12-01,0
6_2014-12-01,0
7_2014-12-01,0
8_2014-12-01,0
9_2014-12-01,0
10_2014-12-01,0
11_2014-12-01,0
12_2014-12-01,0
13_2014-12-01,0
14_2014-12-01,0
15_2014-12-01,0
16_2014-12-01,0
17_2014-12-01,0
18_2014-12-01,0
19_2014-12-01,0
20_2014-12-01,0
21_2014-12-01,0
22_2014-12-01,0
23_2014-12-01,0
24_2014-12-01,0
25_2014-12-01,0
26_2014-12-01,0
27_2014-12-01,0
28_2014-12-01,0
29_2014-12-01,0
30_2014-12-01,0
31_2014-12-01,0
32_2014-12-01,0
33_2014-12-01,0
34_2014-12-01,0
35_2014-12-01,0
36_2014-12-01,0
37_2014-12-01,0
38_2014-12-01,0
39_2014-12-01,0
40_2014-12-01,0
41_2014-12-01,0
42_2014-12-01,0
43_2014-12-01,0
44_2014-12-01,0
45_2014-12-01,0
46_2014-12-01,0
47_2014-12-01,0
48_2014-12-01,0
49_2014-12-01,0
50_2014-12-01,0
51_2014-12-01,0
52_2014-12-01,0
53_2014-12-01,0
54_2014-12-01,0
55_2014-12-01,0
56_2014-12-01,0
57_2014-12-01,0
58_2014-12-01,0
59_2014-12-01,0
60_2014-12-01,0
61_2014-12-01,0
62_2014-12-01,0
63_2014-12-01,0
64_2014-12-01,0
65_2014-12-01,0
66_2014-12-01,0
67_2014-12-01,0
68_2014-12-01,0
69_2014-12-01,0
70_2014-12-01,0
71_2014-12-01,0
72_2014-12-01,0
73_2014-12-01,0
74_2014-12-01,0
75_2014-12-01,0
76_2014-12-01,0
77_2014-12-01,0
78_2014-12-01,0
79_2014-12-01,0
80_2014-12-01,0
81_2014-12-01,0
82_2014-12-01,0
83_2014-12-01,0
84_2014-12-01,0
85_2014-12-01,0
86_2014-12-01,0
87_2014-12-01,0
88_2014-12-01,0
89_2014-12-01,0
90_2014-12-01,0
91_2014-12-01,0
92_2014-12-01,0
93_2014-12-01,0
94_2014-12-01,0
95_2014-12-01,0
96_2014-12-01,0
97_2014-12-01,0
98_2014-12-01,0
99_2014-12-01,0
100_2014-12-01,0
101_2014-12-01,0
102_2014-12-01,0
103_2014-12-01,0
104_2014-12-01,0
105_2014-12-01,0
106_2014-12-01,0
107_2014-12-01,0
108_2014-12-01,0
109_2014-12-01,0
110_2014-12-01,0
111_2014-12-01,0
112_2014-12-01,0
113_2014-12-01,0
114_2014-12-01,0
115_2014-12-01,0
116_2014-12-01,0
117_2014-12-01,0
118_2014-12-01,0
119_2014-12-01,0
120_2014-12-01,0
121_2014-12-01,0
122_2014-12-01,0
123_2014-12-01,0
124_2014-12-01,0
125_2014-12-01,0
126_2014-12-01,0
127_2014-12-01,0
128_2014-12-01,0
129_2014-12-01,0
130_2014-12-01,0
131_2014-12-01,0
132_2014-12-01,0
133_2014-12-01,0
134_2014-12-01,0
135_2014-12-01,0
136_2014-12-01,0
137_2014-12-01,0
138_2014-12-01,0
139_2014-12-01,0
140_2014-12-01,0
141_2014-12-01,0
142_2014-12-01,0
143_2014-12-01,0
144_2014-12-01,0
145_2014-12-01,0
146_2014-12-01,0
147_2014-12-01,0
148_2014-12-01,0
149_2014-12-01,0
150_2014-12-01,0
151_2014-12-01,0
152_2014-12-01,0
153_2014-12-01,0
154_2014-12-01,0
155_2014-12-01,0
156_2014-12-01,0
157_2014-12-01,0
158_2014-12-01,0
159_2014-12-01,0
160_2014-12-01,0
161_2014-12-01,0
162_2014-12-01,0
163_2014-12-01,0
164_2014-12-01,0
165_2014-12-01,0
166_2014-12-01,0
167_2014-12-01,0
168_2014-12-01,0
169_2014-12-01,0
170_2014-12-01,0
171_2014-12-01,0
172_2014-12-01,0
173_2014-12-01,0
174_2014-12-01,0
175_2014-12-01,0
176_2014-12-01,0
177_2014-12-01,0
178_2014-12-01,0
179_2014-12-01,0
180_2014-12-01,0
181_2014-12-01,0
182_2014-12-01,0
183_2014-12-01,0
184_2014-12-01,0
185_2014-12-01,0
186_2014-12-01,0
187_2014-12-01,0
188_2014-12-01,0
189_2014-12-01,0
190_2014-12-01,0
191_2014-12-01,0
192_2014-12-01,0
193_2014-12-01,0
194_2014-12-01,0
195_2014-12-01,0
196_2014-12-01,0
197_2014-12-01,0
198_2014-12-01,0
199_2014-12-01,0
200_2014-12-01,0
201_2014-12-01,0
202_2014-12-01,0
203_2014-12-01,0
204_2014-12-01,0
205_2014-12-01,0
206_2014-12-01,0
207_2014-12-01,0
208_2014-12-01,0
209_2014-12-01,0
210_2014-12-01,0
211_2014-12-01,0
212_2014-12-01,0
213_2014-12-01,0
214_2014-12-01,0
215_2014-12-01,0
216_2014-12-01,0
217_2014-12-01,0
218_2014-12-01,0
219_2014-12-01,0
220_2014-12-01,0
221_2014-12-01,0
222_2014-12-01,0
223_2014-12-01,0
224_2014-12-01,0
225_2014-12-01,0
226_2014-12-01,0
227_2014-12-01,0
228_2014-12-01,0
229_2014-12-01,0
230_2014-12-01,0
231_2014-12-01,0
232_2014-12-01,0
233_2014-12-01,0
234_2014-12-01,0
235_2014-12-01,0
236_2014-12-01,0
237_2014-12-01,0
238_2014-12-01,0
239_2014-12-01,0
240_2014-12-01,0
241_2014-12-01,0
242_2014-12-01,0
243_2014-12-01,0
244_2014-12-01,0
245_2014-12-01,0
246_2014-12-01,0
247_2014-12-01,0
248_2014-12-01,0
249_2014-12-01,0
250_2014-12-01,0
251_2014-12-01,0
252_2014-12-01,0
253_2014-12-01,0
254_2014-12-01,0
255_2014-12-01,0
256_2014-12-01,0
257_2014-12-01,0
258_2014-12-01,0
259_2014-12-01,0
260_2014-12-01,0
261_2014-12-01,0
262_2014-12-01,0
263_2014-12-01,0
264_2014-12-01,0
265_2014-12-01,0
266_2014-12-01,0
267_2014-12-01,0
268_2014-12-01,0
269_2014-12-01,0
270_2014-12-01,0
271_2014-12-01,0
272_2014-12-01,0
273_2014-12-01,0
274_2014-12-01,0
275_2014-12-01,0
276_2014-12-01,0
277_2014-12-01,0
278_2014-12-01,0
279_2014-12-01,0
280_2014-12-01,0
281_2014-12-01,0
282_2014-12-01,0
283_2014-12-01,0
284_2014-12-01,0
285_2014-12-01,0
286_2014-12-01,0
287_2014-12-01,0
288_2014-12-01,0
289_2014-12-01,0
290_2014-12-01,0
291_2014-12-01,0
292_2014-12-01,0
293_2014-12-01,0
294_2014-12-01,0
295_2014-12-01,0
296_2014-12-01,0
297_2014-12-01,0
298_2014-12-01,0
299_2014-12-01,0
300_2014-12-01,0
301_2014-12-01,0
302_2014-12-01,0
303_2014-12-01,0
304_2014-12-01,0
305_2014-12-01,0
306_2014-12-01,0
307_2014-12-01,0
308_2014-12-01,0
309_2014-12-01,0
310_2014-12-01,0
311_2014-12-01,0
312_2014-12-01,0
313_2014-12-01,0
314_2014-12-01,0
315_2014-12-01,0
316_2014-12-01,0
317_2014-12-01,0
318_2014-12-01,0
319_2014-12-01,0
320_2014-12-01,0
321_2014-12-01,0
322_2014-12-01,0
323_2014-12-01,0
324_2014-12-01,0
325_2014-12-01,0
326_2014-12-01,0
327_2014-12-01,0
328_2014-12-01,0
329_2014-12-01,0
330_2014-12-01,0
331_2014-12-01,0
332_2014-12-01,0
333_2014-12-01,0
334_2014-12-01,0
335_2014-12-01,0
336_2014-12-01,0
337_2014-12-01,0
338_2014-12-01,0
339_2014-12-01,0
340_2014-12-01,0
341_2014-12-01,0
342_2014-12-01,0
343_2014-12-01,0
344_2014-12-01,0
345_2014-12-01,0
346_2014-12-01,0
347_2014-12-01,0
348_2014-12-01,0
349_2014-12-01,0
350_2014-12-01,0
351_2014-12-01,0
352_2014-12-01,0
353_2014-12-01,0
354_2014-12-01,0
355_2014-12-01,0
356_2014-12-01,0
357_2014-12-01,0
358_2014-12-01,0
359_2014-12-01,0
360_2014-12-01,0
361_2014-12-01,0
362_2014-12-01,0
363_2014-12-01,0
364_2014-12-01,0
365_2014-12-01,0
366_2014-12-01,0
367_2014-12-01,0
368_2014-12-01,0
369_2014-12-01,0
370_2014-12-01,0
371_2014-12-01,0
372_2014-12-01,0
373_2014-12-01,0
374_2014-12-01,0
375_2014-12-01,0
376_2014-12-01,0
377_2014-12-01,0
378_2014-12-01,0
379_2014-12-01,0
380_2014-12-01,0
381_2014-12-01,0
382_2014-12-01,0
383_2014-12-01,0
384_2014-12-01,0
385_2014-12-01,0
386_2014-12-01,0
387_2014-12-01,0
388_2014-12-01,0
389_2014-12-01,0
390_2014-12-01,0
391_2014-12-01,0
392_2014-12-01,0
393_2014-12-01,0
394_2014-12-01,0
395_2014-12-01,0
396_2014-12-01,0
397_2014-12-01,0
398_2014-12-01,0
399_2014-12-01,0
400_2014-12-01,0
401_2014-12-01,0
402_2014-12-01,0
403_2014-12-01,0
404_2014-12-01,0
405_2014-12-01,0
406_2014-12-01,0
407_2014-12-01,0
408_2014-12-01,0
409_2014-12-01,0
410_2014-12-01,0
411_2014-12-01,0
412_2014-12-01,0
413_2014-12-01,0
414_2014-12-01,0
415_2014-12-01,0
416_2014-12-01,0
417_2014-12-01,0
418_2014-12-01,0
419_2014-12-01,0
420_2014-12-01,0
421_2014-12-01,0
422_2014-12-01,0
423_2014-12-01,0
424_2014-12-01,0
425_2014-12-01,0
426_2014-12-01,0
427_2014-12-01,0
428_2014-12-01,0
429_2014-12-01,0
430_2014-12-01,0
431_2014-12-01,0
432_2014-12-01,0
433_2014-12-01,0
434_2014-12-01,0
435_2014-12-01,0
436_2014-12-01,0
437_2014-12-01,0
438_2014-12-01,0
439_2014-12-01,0
440_2014-12-01,0
441_2014-12-01,0
442_2014-12-01,0
443_2014-12-01,0
444_2014-12-01,0
445_2014-12-01,0
446_2014-12-01,0
447_2014-12-01,0
448_2014-12-01,0
449_2014-12-01,0
450_2014-12-01,0
451_2014-12-01,0
452_2014-12-01,0
453_2014-12-01,0
454_2014-12-01,0
455_2014-12-01,0
456_2014-12-01,0
457_2014-12-01,0
458_2014-12-01,0
459_2014-12-01,0
460_2014-12-01,0
461_2014-12-01,0
462_2014-12-01,0
463_2014-12-01,0
464_2014-12-01,0
465_2014-12-01,0
466_2014-12-01,0
467_2014-12-01,0
468_2014-12-01,0
469_2014-12-01,0
470_2014-12-01,0
471_2014-12-01,0
472_2014-12-01,0
473_2014-12-01,0
474_2014-12-01,0
475_2014-12-01,0
476_2014-12-01,0
477_2014-12-01,0
478_2014-12-01,0
479_2014-12-01,0
480_2014-12-01,0
481_2014-12-01,0
482_2014-12-01,0
483_2014-12-01,0
484_2014-12-01,0
485_2014-12-01,0
486_2014-12-01,0
487_2014-12-01,0
488_2014-12-01,0
489_2014-12-01,0
490_2014-12-01,0
491_2014-12-01,0
492_2014-12-01,0
493_2014-12-01,0
494_2014-12-01,0
495_2014-12-01,0
496_2014-12-01,0
497_2014-12-01,0
498_2014-12-01,0
499_2014-12-01,0
500_2014-12-01,0
501_2014-12-01,0
502_2014-12-01,0
503_2014-12-01,0
504_2014-12-01,0
505_2014-12-01,0
506_2014-12-01,0
507_2014-12-01,0
508_2014-12-01,0
509_2014-12-01,0
510_2014-12-01,0
511_2014-12-01,0
512_2014-12-01,0
513_2014-12-01,0
514_2014-12-01,0
515_2014-12-01,0
516_2014-12-01,0
517_2014-12-01,0
518_2014-12-01,0
519_2014-12-01,0
520_2014-12-01,0
521_2014-12-01,0
522_2014-12-01,0
523_2014-12-01,0
524_2014-12-01,0
525_2014-12-01,0
526_2014-12-01,0
527_2014-12-01,0
528_2014-12-01,0
529_2014-12-01,0
530_2014-12-01,0
531_2014-12-01,0
532_2014-12-01,0
0_2015-01-01,0
1_2015-01-01,0
2_2015-01-01,0
3_2015-01-01,0
4_2015-01-01,0
5_2015-01-01,0
6_2015-01-01,0
7_2015-01-01,0
8_2015-01-01,0
9_2015-01-01,0
10_2015-01-01,0
11_2015-01-01,0
12_2015-01-01,0
13_2015-01-01,0
14_2015-01-01,0
15_2015-01-01,0
16_2015-01-01,0
17_2015-01-01,0
18_2015-01-01,0
19_2015-01-01,0
20_2015-01-01,0
21_2015-01-01,0
22_2015-01-01,0
23_2015-01-01,0
24_2015-01-01,0
25_2015-01-01,0
26_2015-01-01,0
27_2015-01-01,0
28_2015-01-01,0
29_2015-01-01,0
30_2015-01-01,0
31_2015-01-01,0
32_2015-01-01,0
33_2015-01-01,0
34_2015-01-01,0
35_2015-01-01,0
36_2015-01-01,0
37_2015-01-01,0
38_2015-01-01,0
39_2015-01-01,0
40_2015-01-01,0
41_2015-01-01,0
42_2015-01-01,0
43_2015-01-01,0
44_2015-01-01,0
45_2015-01-01,0
46_2015-01-01,0
47_2015-01-01,0
48_2015-01-01,0
49_2015-01-01,0
50_2015-01-01,0
51_2015-01-01,0
52_2015-01-01,0
53_2015-01-01,0
54_2015-01-01,0
55_2015-01-01,0
56_2015-01-01,0
57_2015-01-01,0
58_2015-01-01,0
59_2015-01-01,0
60_2015-01-01,0
61_2015-01-01,0
62_2015-01-01,0
63_2015-01-01,0
64_2015-01-01,0
65_2015-01-01,0
66_2015-01-01,0
67_2015-01-01,0
68_2015-01-01,0
69_2015-01-01,0
70_2015-01-01,0
71_2015-01-01,0
72_2015-01-01,0
73_2015-01-01,0
74_2015-01-01,0
75_2015-01-01,0
76_2015-01-01,0
77_2015-01-01,0
78_2015-01-01,0
79_2015-01-01,0
80_2015-01-01,0
81_2015-01-01,0
82_2015-01-01,0
83_2015-01-01,0
84_2015-01-01,0
85_2015-01-01,0
86_2015-01-01,0
87_2015-01-01,0
88_2015-01-01,0
89_2015-01-01,0
90_2015-01-01,0
91_2015-01-01,0
92_2015-01-01,0
93_2015-01-01,0
94_2015-01-01,0
95_2015-01-01,0
96_2015-01-01,0
97_2015-01-01,0
98_2015-01-01,0
99_2015-01-01,0
100_2015-01-01,0
101_2015-01-01,0
102_2015-01-01,0
103_2015-01-01,0
104_2015-01-01,0
105_2015-01-01,0
106_2015-01-01,0
107_2015-01-01,0
108_2015-01-01,0
109_2015-01-01,0
110_2015-01-01,0
111_2015-01-01,0
112_2015-01-01,0
113_2015-01-01,0
114_2015-01-01,0
115_2015-01-01,0
116_2015-01-01,0
117_2015-01-01,0
118_2015-01-01,0
119_2015-01-01,0
120_2015-01-01,0
121_2015-01-01,0
122_2015-01-01,0
123_2015-01-01,0
124_2015-01-01,0
125_2015-01-01,0
126_2015-01-01,0
127_2015-01-01,0
128_2015-01-01,0
129_2015-01-01,0
130_2015-01-01,0
131_2015-01-01,0
132_2015-01-01,0
133_2015-01-01,0
134_2015-01-01,0
135_2015-01-01,0
136_2015-01-01,0
137_2015-01-01,0
138_2015-01-01,0
139_2015-01-01,0
140_2015-01-01,0
141_2015-01-01,0
142_2015-01-01,0
143_2015-01-01,0
144_2015-01-01,0
145_2015-01-01,0
146_2015-01-01,0
147_2015-01-01,0
148_2015-01-01,0
149_2015-01-01,0
150_2015-01-01,0
151_2015-01-01,0
152_2015-01-01,0
153_2015-01-01,0
154_2015-01-01,0
155_2015-01-01,0
156_2015-01-01,0
157_2015-01-01,0
158_2015-01-01,0
159_2015-01-01,0
160_2015-01-01,0
161_2015-01-01,0
162_2015-01-01,0
163_2015-01-01,0
164_2015-01-01,0
165_2015-01-01,0
166_2015-01-01,0
167_2015-01-01,0
168_2015-01-01,0
169_2015-01-01,0
170_2015-01-01,0
171_2015-01-01,0
172_2015-01-01,0
173_2015-01-01,0
174_2015-01-01,0
175_2015-01-01,0
176_2015-01-01,0
177_2015-01-01,0
178_2015-01-01,0
179_2015-01-01,0
180_2015-01-01,0
181_2015-01-01,0
182_2015-01-01,0
183_2015-01-01,0
184_2015-01-01,0
185_2015-01-01,0
186_2015-01-01,0
187_2015-01-01,0
188_2015-01-01,0
189_2015-01-01,0
190_2015-01-01,0
191_2015-01-01,0
192_2015-01-01,0
193_2015-01-01,0
194_2015-01-01,0
195_2015-01-01,0
196_2015-01-01,0
197_2015-01-01,0
198_2015-01-01,0
199_2015-01-01,0
200_2015-01-01,0
201_2015-01-01,0
202_2015-01-01,0
203_2015-01-01,0
204_2015-01-01,0
205_2015-01-01,0
206_2015-01-01,0
207_2015-01-01,0
208_2015-01-01,0
209_2015-01-01,0
210_2015-01-01,0
211_2015-01-01,0
212_2015-01-01,0
213_2015-01-01,0
214_2015-01-01,0
215_2015-01-01,0
216_2015-01-01,0
217_2015-01-01,0
218_2015-01-01,0
219_2015-01-01,0
220_2015-01-01,0
221_2015-01-01,0
222_2015-01-01,0
223_2015-01-01,0
224_2015-01-01,0
225_2015-01-01,0
226_2015-01-01,0
227_2015-01-01,0
228_2015-01-01,0
229_2015-01-01,0
230_2015-01-01,0
231_2015-01-01,0
232_2015-01-01,0
233_2015-01-01,0
234_2015-01-01,0
235_2015-01-01,0
236_2015-01-01,0
237_2015-01-01,0
238_2015-01-01,0
239_2015-01-01,0
240_2015-01-01,0
241_2015-01-01,0
242_2015-01-01,0
243_2015-01-01,0
244_2015-01-01,0
245_2015-01-01,0
246_2015-01-01,0
247_2015-01-01,0
248_2015-01-01,0
249_2015-01-01,0
250_2015-01-01,0
251_2015-01-01,0
252_2015-01-01,0
253_2015-01-01,0
254_2015-01-01,0
255_2015-01-01,0
256_2015-01-01,0
257_2015-01-01,0
258_2015-01-01,0
259_2015-01-01,0
260_2015-01-01,0
261_2015-01-01,0
262_2015-01-01,0
263_2015-01-01,0
264_2015-01-01,0
265_2015-01-01,0
266_2015-01-01,0
267_2015-01-01,0
268_2015-01-01,0
269_2015-01-01,0
270_2015-01-01,0
271_2015-01-01,0
272_2015-01-01,0
273_2015-01-01,0
274_2015-01-01,0
275_2015-01-01,0
276_2015-01-01,0
277_2015-01-01,0
278_2015-01-01,0
279_2015-01-01,0
280_2015-01-01,0
281_2015-01-01,0
282_2015-01-01,0
283_2015-01-01,0
284_2015-01-01,0
285_2015-01-01,0
286_2015-01-01,0
287_2015-01-01,0
288_2015-01-01,0
289_2015-01-01,0
290_2015-01-01,0
291_2015-01-01,0
292_2015-01-01,0
293_2015-01-01,0
294_2015-01-01,0
295_2015-01-01,0
296_2015-01-01,0
297_2015-01-01,0
298_2015-01-01,0
299_2015-01-01,0
300_2015-01-01,0
301_2015-01-01,0
302_2015-01-01,0
303_2015-01-01,0
304_2015-01-01,0
305_2015-01-01,0
306_2015-01-01,0
307_2015-01-01,0
308_2015-01-01,0
309_2015-01-01,0
310_2015-01-01,0
311_2015-01-01,0
312_2015-01-01,0
313_2015-01-01,0
314_2015-01-01,0
315_2015-01-01,0
316_2015-01-01,0
317_2015-01-01,0
318_2015-01-01,0
319_2015-01-01,0
320_2015-01-01,0
321_2015-01-01,0
322_2015-01-01,0
323_2015-01-01,0
324_2015-01-01,0
325_2015-01-01,0
326_2015-01-01,0
327_2015-01-01,0
328_2015-01-01,0
329_2015-01-01,0
330_2015-01-01,0
331_2015-01-01,0
332_2015-01-01,0
333_2015-01-01,0
334_2015-01-01,0
335_2015-01-01,0
336_2015-01-01,0
337_2015-01-01,0
338_2015-01-01,0
339_2015-01-01,0
340_2015-01-01,0
341_2015-01-01,0
342_2015-01-01,0
343_2015-01-01,0
344_2015-01-01,0
345_2015-01-01,0
346_2015-01-01,0
347_2015-01-01,0
348_2015-01-01,0
349_2015-01-01,0
350_2015-01-01,0
351_2015-01-01,0
352_2015-01-01,0
353_2015-01-01,0
354_2015-01-01,0
355_2015-01-01,0
356_2015-01-01,0
357_2015-01-01,0
358_2015-01-01,0
359_2015-01-01,0
360_2015-01-01,0
361_2015-01-01,0
362_2015-01-01,0
363_2015-01-01,0
364_2015-01-01,0
365_2015-01-01,0
366_2015-01-01,0
367_2015-01-01,0
368_2015-01-01,0
369_2015-01-01,0
370_2015-01-01,0
371_2015-01-01,0
372_2015-01-01,0
373_2015-01-01,0
374_2015-01-01,0
375_2015-01-01,0
376_2015-01-01,0
377_2015-01-01,0
378_2015-01-01,0
379_2015-01-01,0
380_2015-01-01,0
381_2015-01-01,0
382_2015-01-01,0
383_2015-01-01,0
384_2015-01-01,0
385_2015-01-01,0
386_2015-01-01,0
387_2015-01-01,0
388_2015-01-01,0
389_2015-01-01,0
390_2015-01-01,0
391_2015-01-01,0
392_2015-01-01,0
393_2015-01-01,0
394_2015-01-01,0
395_2015-01-01,0
396_2015-01-01,0
397_2015-01-01,0
398_2015-01-01,0
399_2015-01-01,0
400_2015-01-01,0
401_2015-01-01,0
402_2015-01-01,0
403_2015-01-01,0
404_2015-01-01,0
405_2015-01-01,0
406_2015-01-01,0
407_2015-01-01,0
408_2015-01-01,0
409_2015-01-01,0
410_2015-01-01,0
411_2015-01-01,0
412_2015-01-01,0
413_2015-01-01,0
414_2015-01-01,0
415_2015-01-01,0
416_2015-01-01,0
417_2015-01-01,0
418_2015-01-01,0
419_2015-01-01,0
420_2015-01-01,0
421_2015-01-01,0
422_2015-01-01,0
423_2015-01-01,0
424_2015-01-01,0
425_2015-01-01,0
426_2015-01-01,0
427_2015-01-01,0
428_2015-01-01,0
429_2015-01-01,0
430_2015-01-01,0
431_2015-01-01,0
432_2015-01-01,0
433_2015-01-01,0
434_2015-01-01,0
435_2015-01-01,0
436_2015-01-01,0
437_2015-01-01,0
438_2015-01-01,0
439_2015-01-01,0
